Original_Log,Cleaned_Log,Cluster_ID,Category
[Mon Dec 05 17:46:06 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 17:46:06 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 17:46:06 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 17:46:06 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 17:50:40 2005] [notice] jk2_init() Found child 6595 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 17:50:40 2005] [notice] jk2_init() Found child 6594 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 17:50:41 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 17:50:41 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 17:50:41 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 17:50:41 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 17:55:35 2005] [notice] jk2_init() Found child 6601 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 17:55:35 2005] [notice] jk2_init() Found child 6600 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 17:55:35 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 17:55:35 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 17:55:35 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 17:55:35 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:00:24 2005] [notice] jk2_init() Found child 6609 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:00:26 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:00:26 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:10:56 2005] [notice] jk2_init() Found child 6639 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:10:56 2005] [notice] jk2_init() Found child 6638 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:10:58 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:10:58 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:10:58 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:10:58 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:15:45 2005] [notice] jk2_init() Found child 6652 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:15:45 2005] [notice] jk2_init() Found child 6651 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:15:47 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:15:47 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:15:47 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:15:47 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:20:51 2005] [notice] jk2_init() Found child 6670 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:20:51 2005] [notice] jk2_init() Found child 6669 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:20:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:20:53 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:20:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:20:53 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:26:06 2005] [notice] jk2_init() Found child 6684 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:27:29 2005] [notice] jk2_init() Found child 6688 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:27:33 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:27:33 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:27:37 2005] [notice] jk2_init() Found child 6689 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:27:37 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:27:37 2005] [error] mod_jk child workerEnv in error state 7,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:35:51 2005] [notice] jk2_init() Found child 6707 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:35:51 2005] [notice] jk2_init() Found child 6708 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:35:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:35:53 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:35:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:35:53 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:40:54 2005] [notice] jk2_init() Found child 6719 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:40:54 2005] [notice] jk2_init() Found child 6718 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:40:54 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:40:54 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:40:54 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:40:54 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:45:51 2005] [notice] jk2_init() Found child 6725 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:45:51 2005] [notice] jk2_init() Found child 6724 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:45:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:45:53 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:45:53 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:45:53 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:50:30 2005] [notice] jk2_init() Found child 6733 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:50:31 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:50:31 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:56:03 2005] [notice] jk2_init() Found child 6740 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:56:03 2005] [notice] jk2_init() Found child 6741 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 18:56:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:56:04 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 18:56:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 18:56:04 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 19:00:43 2005] [notice] jk2_init() Found child 6750 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 19:00:43 2005] [notice] jk2_init() Found child 6749 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 19:00:44 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 19:00:44 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 19:00:44 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 19:00:44 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 19:00:54 2005] [notice] jk2_init() Found child 6751 in scoreboard slot 10,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 19:00:54 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 19:00:54 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 19:00:56 2005] [error] [client 68.228.3.15] Directory index forbidden by rule: /var/www/html/,mon dec        error   client      directory index forbidden by rule   var www html,1,app_log
[Mon Dec 05 19:11:00 2005] [notice] jk2_init() Found child 6780 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 19:11:04 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 19:11:04 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 19:14:08 2005] [notice] jk2_init() Found child 6784 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 19:14:09 2005] [error] [client 61.220.139.68] Directory index forbidden by rule: /var/www/html/,mon dec        error   client      directory index forbidden by rule   var www html,1,app_log
[Mon Dec 05 19:14:11 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 19:14:11 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
[Mon Dec 05 19:15:55 2005] [notice] jk2_init() Found child 6791 in scoreboard slot 8,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 19:15:55 2005] [notice] jk2_init() Found child 6790 in scoreboard slot 7,mon dec        notice  jk_init   found child  in scoreboard slot,11,app_log
[Mon Dec 05 19:15:57 2005] [notice] workerEnv.init() ok /etc/httpd/conf/workers2.properties,mon dec        notice  workerenv init   ok  etc httpd conf workers properties,4,app_log
[Mon Dec 05 19:15:57 2005] [error] mod_jk child workerEnv in error state 6,mon dec        error  mod_jk child workerenv in error state,8,app_log
"2016-09-28 04:30:30, Info                  CBS    Loaded Servicing Stack v6.1.7601.23505 with Core: C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_6.1.7601.23505_none_681aa442f6fed7f0\cbscore.dll",info                  cbs    loaded servicing stack v    with core  c  windows winsxs amd_microsoft windows servicingstack_bfade_   _none_aaffedf cbscore dll,14,app_log
"2016-09-28 04:30:31, Info                  CSI    00000001@2016/9/27:20:30:31.455 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed806eb5d @0x7fef9fb9b6d @0x7fef9f8358f @0xff83e97c @0xff83d799 @0xff83db2f)",info                  csi            wcpinitialize  wcp dll version      called  stack  xfedebd  xfeffbbd  xfefff  xffec  xffd  xffdbf,13,app_log
"2016-09-28 04:30:31, Info                  CSI    00000002@2016/9/27:20:30:31.458 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed806eb5d @0x7fefa006ade @0x7fef9fd2984 @0x7fef9f83665 @0xff83e97c @0xff83d799)",info                  csi            wcpinitialize  wcp dll version      called  stack  xfedebd  xfefaade  xfeffd  xfeff  xffec  xffd,13,app_log
"2016-09-28 04:30:31, Info                  CSI    00000003@2016/9/27:20:30:31.458 WcpInitialize (wcp.dll version 0.0.0.6) called (stack @0x7fed806eb5d @0x7fefa1c8728 @0x7fefa1c8856 @0xff83e474 @0xff83d7de @0xff83db2f)",info                  csi            wcpinitialize  wcp dll version      called  stack  xfedebd  xfefac  xfefac  xffe  xffdde  xffdbf,13,app_log
"2016-09-28 04:30:31, Info                  CBS    Ending TrustedInstaller initialization.",info                  cbs    ending trustedinstaller initialization,23,app_log
"2016-09-28 04:30:31, Info                  CBS    Starting the TrustedInstaller main loop.",info                  cbs    starting the trustedinstaller main loop,23,app_log
"2016-09-28 04:30:31, Info                  CBS    SQM: Initializing online with Windows opt-in: False",info                  cbs    sqm  initializing online with windows opt in  false,14,app_log
"2016-09-28 04:30:31, Info                  CBS    SQM: Cleaning up report files older than 10 days.",info                  cbs    sqm  cleaning up report files older than  days,14,app_log
"2016-09-28 04:30:31, Info                  CBS    SQM: Requesting upload of all unsent reports.",info                  cbs    sqm  requesting upload of all unsent reports,14,app_log
"2016-09-28 04:30:31, Info                  CBS    SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm, flags: 0x2 [HRESULT = 0x80004005 - E_FAIL]",info                  cbs    sqm  failed to start upload with file pattern  c  windows servicing sqm  _std sqm  flags  x  hresult   x   e_fail,14,app_log
"2016-09-28 04:30:31, Info                  CBS    SQM: Failed to start standard sample upload. [HRESULT = 0x80004005 - E_FAIL]",info                  cbs    sqm  failed to start standard sample upload   hresult   x   e_fail,14,app_log
"2016-09-28 04:30:31, Info                  CBS    SQM: Queued 0 file(s) for upload with pattern: C:\Windows\servicing\sqm\*_all.sqm, flags: 0x6",info                  cbs    sqm  queued  file s  for upload with pattern  c  windows servicing sqm  _all sqm  flags  x,14,app_log
"2016-09-28 04:30:31, Info                  CBS    SQM: Warning: Failed to upload all unsent reports. [HRESULT = 0x80004005 - E_FAIL]",info                  cbs    sqm  warning  failed to upload all unsent reports   hresult   x   e_fail,14,app_log
"2016-09-28 04:30:31, Info                  CBS    No startup processing required, TrustedInstaller service was not set as autostart, or else a reboot is still pending.",info                  cbs    no startup processing required  trustedinstaller service was not set as autostart  or else a reboot is still pending,24,app_log
"2016-09-28 04:30:31, Info                  CBS    NonStart: Checking to ensure startup processing was not required.",info                  cbs    nonstart  checking to ensure startup processing was not required,24,app_log
"2016-09-28 04:30:31, Info                  CSI    00000005 Creating NT transaction (seq 1), objectname [6]""(null)""",info                  csi     creating nt transaction  seq    objectname     null,26,app_log
"2016-09-28 04:30:31, Info                  CSI    00000006 Created NT transaction (seq 1) result 0x00000000, handle @0x214",info                  csi     created nt transaction  seq   result x  handle  x,26,app_log
"2016-09-28 04:30:31, Info                  CBS    NonStart: Success, startup processing not required as expected.",info                  cbs    nonstart  success  startup processing not required as expected,24,app_log
"2016-09-28 04:30:31, Info                  CBS    Startup processing thread terminated normally",info                  cbs    startup processing thread terminated normally,24,app_log
"2016-09-28 04:30:31, Info                  CBS    Session: 30546173_4261722401 initialized by client WindowsUpdateAgent.",info                  cbs    session  _ initialized by client windowsupdateagent,0,app_log
"2016-09-28 04:30:31, Info                  CBS    Session: 30546173_4262462443 initialized by client WindowsUpdateAgent.",info                  cbs    session  _ initialized by client windowsupdateagent,0,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
"2016-09-28 04:30:31, Info                  CBS    Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    failed to get next element  hresult   xfd   cbs_e_manifest_invalid_item,19,app_log
"2016-09-28 04:30:31, Info                  CBS    Warning: Unrecognized packageExtended attribute.",info                  cbs    warning  unrecognized packageextended attribute,16,app_log
"2016-09-28 04:30:31, Info                  CBS    Expecting attribute name [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM]",info                  cbs    expecting attribute name  hresult   xfd   cbs_e_manifest_invalid_item,18,app_log
